Sr.No, Round  , Institute                                                                      , Program                                                                                                                                      , Stream                                                 , Seat Type      , Quota     , Category          , Opening Rank, Closing Rank
  531, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         3027,         3360
  532, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC                ,         8160,        10514
  533, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B (PwD)     ,        38835,        38835
  534, Round 1, "Kalyani Goverment Engineering College, Kalyani, Nadia"                        , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Open (PwD)        ,        23707,        26628
  535, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , All India , Open              ,        24438,        89112
  536, Round 1, "Mckv Institute of Engineering, Liluah, Howrah"                                , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       127000,       460861
  537, Round 1, "St. Thomas College of Engineering & Technology, Khidirpur, Kolkata"           , Electronics & Communication Engineering                                                                                                      , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), JEE(Main) Seats, All India , Open              ,       305901,       707115
  538, Round 1, "Academy of Technology, Adisaptagram, Hooghly"                                 , Computer Science And Business System (TFW)                                                                                                   , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, Tuition Fee Waiver,        13007,        15322
  539, Round 1, Jadavpur University                                                            , Instrumentation & Electronics                                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, OBC - B           ,         1071,         1255
  540, Round 1, Jadavpur University                                                            , Instrumentation & Electronics                                                                                                                , B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats), WBJEE Seats    , Home State, SC (PwD)          ,        91586,        91586
